No,표준ID,ARS-ID,정류장명,X좌표,Y좌표,비고,지번주소,도로명주소
1,100000001,01001,종로2가사거리,126.9877498816,37.5697651251,,서울특별시 종로구 종로2가 84-11,서울특별시 종로구 종로2가 삼일대로 396
2,100000002,01002,창경궁.서울대학교병원,126.9965660023,37.5791830159,,서울특별시 종로구 연건동 28-19,서울특별시 종로구 대학로 101
3,100000003,01003,명륜3가.성대입구,126.9983401004,37.5826711749,,서울특별시 종로구 명륜4가 196-2,서울특별시 종로구 명륜4가 창경궁로 233
4,100000004,01004,종로2가.삼일교,126.9876130976,37.5685792736,,서울특별시 종로구 관철동 13-14,서울특별시 종로구 삼일대로15길 1
5,100000005,01005,혜화동로터리.여운형활동터,127.001744,37.586243,,서울특별시 종로구 혜화동 56,서울특별시 종로구 창경궁로 283
6,101000305,01006,서대문역사거리,126.966893,37.566137,,서울특별시 종로구 평동 210,서울특별시 종로구 통일로 126
7,100000380,01007,서울역사박물관.경희궁앞,126.97038,37.569135,,서울특별시 종로구 신문로2가 15,서울특별시 종로구 신문로2가 새문안로 50
8,100000379,01008,서울역사박물관.경희궁앞,126.970609,37.569412,,서울특별시 종로구 신문로2가 1-33,서울특별시 종로구 신문로2가 새문안로 56-1
9,100000384,01009,광화문,126.9752507511,37.570135474,,서울특별시 종로구 신문로1가 120,서울특별시 종로구 신문로1가 새문안로 96
10,100000385,01010,광화문,126.978085488,37.570216807,,서울특별시 종로구 종로1가 1-3,서울특별시 종로구 종로 6
11,100000386,01011,종로1가,126.9809105247,37.5701184824,,서울특별시 종로구 종로1가 54,서울특별시 종로구 종로 30-1
12,100000387,01012,종로1가,126.9813906402,37.5702290311,,서울특별시 종로구 종로1가 54,서울특별시 종로구 종로1가 종로 35-2
13,100000388,01013,종로2가,126.9855426998,37.5701386788,,서울특별시 종로구 종로2가 1-2,서울특별시 종로구 종로2가 종로 73
14,100000389,01014,종로2가,126.9862474502,37.5702571998,,서울특별시 종로구 종로2가 1-2,서울특별시 종로구 종로2가 종로 77-2
15,100000390,01015,종로3가.탑골공원,126.9895646721,37.5702449756,,서울특별시 종로구 종로3가 10-5,서울특별시 종로구 종로3가 종로 108
16,100000391,01016,종로3가.탑골공원,126.9899877751,37.5703605443,,서울특별시 종로구 종로3가 10-5,서울특별시 종로구 종로3가 종로 111-4
17,100000392,01017,종로4가.종묘,126.9947218896,37.5705069968,,서울특별시 종로구 종로3가 45-4,서울특별시 종로구 종로3가 종로 154
18,100000393,01018,종로4가.종묘,126.9952838124,37.5706271118,,서울특별시 종로구 종로4가 32-8,서울특별시 종로구 종로4가 종로 160-3
19,100000394,01019,종로5가.광장시장,126.9988498093,37.570756793,,서울특별시 종로구 종로4가 183,서울특별시 종로구 종로4가 종로 190
20,100000395,01020,종로5가.광장시장,126.9993346185,37.5708806279,,서울특별시 종로구 종로4가 183,서울특별시 종로구 종로4가 종로 193-2
21,100000396,01021,종로6가.동대문종합시장,127.0034638793,37.5709624756,,서울특별시 종로구 종로5가 82-1,서울특별시 종로구 종로5가 종로 230-2
22,100000397,01022,종로6가.동대문종합시장,127.0057137364,37.5711272339,,서울특별시 종로구 종로5가 11-2,서울특별시 종로구 종로5가 종로 251
23,100000398,01023,동대문역.흥인지문,127.0134512388,37.5723023219,,서울특별시 종로구 창신동 204-8,서울특별시 종로구 종로 322
24,100000365,01037,동대문(흥인지문),127.0120461121,37.5719529259,,서울특별시 종로구 창신동 507-2,서울특별시 종로구 종로 312-2
25,100000366,01041,동묘앞,127.0184514373,37.5737255179,,서울특별시 종로구 숭인동 151-4,서울특별시 종로구 종로 370
26,100000367,01044,동묘앞,127.0196720085,37.5742434484,,서울특별시 종로구 숭인동 172-6,서울특별시 종로구 종로 379
27,100000006,01101,경기상고,126.9693634554,37.5875502159,,서울특별시 종로구 청운동 38-5,서울특별시 종로구 자하문로 131
28,100000007,01102,신교동,126.9702626865,37.5832955233,,서울특별시 종로구 효자동 8,서울특별시 종로구 자하문로 81
29,100000008,01103,경기상고,126.9697701102,37.5871907861,,서울특별시 종로구 청운동 89-9,서울특별시 종로구 자하문로 124
30,100000009,01104,경복고교,126.9710436571,37.585113193,,서울특별시 종로구 청운동 100-6,서울특별시 종로구 자하문로30길 24
31,100000010,01105,청운중학교,126.9725135095,37.5878519552,,서울특별시 종로구 청운동 89-9,서울특별시 종로구 자하문로28가길 9
32,100000011,01106,자하문고개.윤동주문학관,126.9671261805,37.5921866176,,서울특별시 종로구 청운동 3-148,서울특별시 종로구 창의문로 119
33,100000012,01107,자하문고개.윤동주문학관,126.9671906625,37.5923353152,,서울특별시 종로구 청운동 산 1-1,서울특별시 종로구 창의문로 119
34,100000013,01108,청운중학교,126.9724613198,37.5881285775,,서울특별시 종로구 청운동 89-8,서울특별시 종로구 자하문로28가길 9
35,100000014,01109,경복고교,126.9711546793,37.5849663426,,서울특별시 종로구 궁정동 4-11,서울특별시 종로구 자하문로28길 8
36,100000015,01110,통인시장종로구보건소,126.9710500404,37.5803257033,,서울특별시 종로구 통인동 112-1,서울특별시 종로구 자하문로 47-2
37,100000016,01111,통인시장종로구보건소,126.9713851083,37.5805132118,,서울특별시 종로구 창성동 98-6,서울특별시 종로구 자하문로 50-1
38,100000017,01112,효자동,126.9706209712,37.583091043,,서울특별시 종로구 효자동 68-1,서울특별시 종로구 자하문로24길 18-1
39,100000018,01113,사직단.어린이도서관,126.9679907155,37.5751355316,,서울특별시 종로구 사직동 1-38,서울특별시 종로구 사직로 89
40,100000019,01114,사직동주민센터,126.9713244962,37.5761834563,,서울특별시 종로구 내자동 1-1,서울특별시 종로구 사직로 113
41,100000020,01115,경복궁역,126.97219601,37.5768666917,,서울특별시 종로구 체부동 48,서울특별시 종로구 자하문로 9
42,100000021,01116,경복궁역,126.9722828893,37.5776713863,,서울특별시 종로구 통의동 64,서울특별시 종로구 자하문로 18
43,100000022,01117,경복궁,126.9787471496,37.5755767894,,서울특별시 종로구 중학동 109-1,서울특별시 종로구 종로1길 55-1
44,100000023,01118,KT광화문지사,126.9773193291,37.5724064843,,서울특별시 종로구 세종로 84-8,서울특별시 종로구 세종로 세종대로 178
45,100000025,01120,광화문,126.9763838838,37.569845398,,서울특별시 종로구 세종로 211,서울특별시 종로구 신문로1가 새문안로 102-2
46,100000028,01123,서울역사박물관.경교장.강북삼성병원,126.971248,37.570023,,서울특별시 종로구 신문로2가 1-15,서울특별시 종로구 신문로2가 새문안로 55
47,100000029,01124,광화문.금호아시아나본관앞,126.9731335513,37.5702880403,,서울특별시 종로구 신문로1가 5-4,서울특별시 종로구 신문로1가 새문안로 75
48,100000030,01125,광화문,126.975837,37.570365,,서울특별시 종로구 신문로1가 5-4,서울특별시 종로구 신문로1가 새문안로 101-2
49,100000031,01126,세종문화회관,126.9765652658,37.5726577416,,서울특별시 종로구 세종로 81-14,서울특별시 종로구 세종로 세종대로 175
50,100000032,01127,서울지방경찰청.경복궁역,126.9714842989,37.5757446636,,서울특별시 종로구 내자동 114-3,서울특별시 종로구 사직로12길 1-5
51,100000033,01128,사직단,126.968188961,37.5748553458,,서울특별시 종로구 사직동 9-3,서울특별시 종로구 사직로8길 4
52,100000034,01129,광화문광화문빌딩,126.9765458935,37.569450752,,서울특별시 종로구 세종로 215,서울특별시 종로구 세종로 세종대로 147-2
53,100000035,01130,덕성여중고,126.9820170203,37.5759017489,,서울특별시 종로구 송현동 48-9,서울특별시 종로구 율곡로 22
54,100000036,01131,안국역.종로경찰서.인사동,126.9839957858,37.5760695565,,서울특별시 종로구 안국동 175-3,서울특별시 종로구 율곡로 39
55,100000037,01132,국민은행세검정지점,126.9608880061,37.6046629766,,서울특별시 종로구 신영동 241-7,서울특별시 종로구 진흥로 490-1
56,100000038,01133,세검정초등학교,126.9612198463,37.6025022799,,서울특별시 종로구 신영동 124-1,서울특별시 종로구 세검정로7길 14-2
57,100000039,01134,세검정.상명대,126.9587223861,37.6007325989,,서울특별시 종로구 홍지동 72-7,서울특별시 종로구 세검정로 236-1
58,100000040,01135,상명대입구.석파랑,126.958570225,37.5994133537,,서울특별시 종로구 홍지동 125,서울특별시 종로구 자하문로 309
59,100000041,01136,하림각,126.9617068235,37.5981330665,,서울특별시 종로구 부암동 190-1,서울특별시 종로구 자하문로 275
60,100000042,01137,자하문터널입구.석파정,126.9636434993,37.5955935123,,서울특별시 종로구 부암동 162-4,서울특별시 종로구 자하문로37길 4
61,100000043,01138,부암동주민센터.무계원,126.9639574356,37.5927380599,,서울특별시 종로구 부암동 314-8,서울특별시 종로구 창의문로9길 1
62,100000044,01139,부암동주민센터.무계원,126.9651419211,37.5927861733,,서울특별시 종로구 부암동 260-25,서울특별시 종로구 창의문로 140
63,100000045,01140,자하문터널입구.석파정,126.9639775924,37.5955575712,,서울특별시 종로구 부암동 208-37,서울특별시 종로구 자하문로 240
64,100000046,01141,하림각,126.962215308,37.5981476478,,서울특별시 종로구 부암동 134-2,서울특별시 종로구 자하문로 276
65,100000047,01142,상명대입구.세검정교회,126.9592405649,37.5996163318,,서울특별시 종로구 홍지동 99-7,서울특별시 종로구 자하문로 304-1
66,100000048,01143,세검정.상명대,126.9589342697,37.6005524553,,서울특별시 종로구 홍지동 92-6,서울특별시 종로구 세검정로 236-1
67,100000049,01144,세검정초등학교,126.9614328894,37.6022680671,,서울특별시 종로구 신영동 142-1,서울특별시 종로구 세검정로6라길 8
68,100000051,01146,국민은행세검정지점,126.9612088135,37.6047191923,,서울특별시 종로구 신영동 20-1,서울특별시 종로구 진흥로 487
69,100000053,01148,승가사입구,126.9563059978,37.6115844138,,서울특별시 종로구 구기동 146-2,서울특별시 종로구 비봉길 28
70,100000054,01149,구기동현대빌라,126.9564575503,37.6100355035,,서울특별시 종로구 구기동 146-2,서울특별시 종로구 비봉길 19
71,100000055,01150,구기터널.삼성출판박물관,126.9562103294,37.6086098941,,서울특별시 종로구 구기동 120-1,서울특별시 종로구 진흥로 425
72,100000056,01151,구기터널.삼성출판박물관,126.9564166508,37.6083054034,,서울특별시 종로구 구기동 110-1,서울특별시 종로구 진흥로 432
73,100000057,01152,구기동,126.9585297928,37.6069644475,,서울특별시 종로구 구기동 95-27,서울특별시 종로구 진흥로 456
74,100000058,01153,구기동,126.9591017479,37.6070088003,,서울특별시 종로구 구기동 88-20,서울특별시 종로구 진흥로 457
75,100000059,01154,승가사입구,126.956482,37.61148,,서울특별시 종로구 구기동 146-1,서울특별시 종로구 비봉길 28
76,100000060,01155,갑을씨티텔앞,126.9635350292,37.6043709709,,서울특별시 종로구 평창동 288-1,서울특별시 종로구 평창문화로 19
77,100000061,01156,평창파출소,126.9660432906,37.6053223656,,서울특별시 종로구 평창동 591,서울특별시 종로구 평창문화로 43
78,100000062,01157,평창동주민센터,126.9695663093,37.6066073749,,서울특별시 종로구 평창동 157-4,서울특별시 종로구 평창문화로 81
79,100000063,01158,일성아파트,126.9729985215,37.6087663115,,서울특별시 종로구 평창동 85-2,서울특별시 종로구 평창문화로 119
80,100000064,01159,롯데아파트,126.9764662019,37.6104295575,,서울특별시 종로구 평창동 66-137,서울특별시 종로구 평창문화로 154
81,100000065,01160,롯데아파트,126.976652,37.610248,,서울특별시 종로구 평창동 106-4,서울특별시 종로구 평창문화로 154
82,100000066,01161,벽산평창힐스아파트,126.972797,37.60819,,서울특별시 종로구 평창동 43-3,서울특별시 종로구 평창문화로 108
83,100000067,01162,예능교회,126.97,37.606517,,서울특별시 종로구 평창동 157-4,서울특별시 종로구 평창문화로 72-11
84,100000068,01163,서울예술고등학교.평창동주민센터,126.9676276108,37.6057787606,,서울특별시 종로구 평창동 217,서울특별시 종로구 평창문화로 56
85,100000069,01164,화정박물관,126.9648102665,37.6045038178,,서울특별시 종로구 평창동 285-1,서울특별시 종로구 평창문화로 28
86,100000376,01165,강북삼성병원,126.9686004828,37.568145927,,서울특별시 종로구 평동 108-1,서울특별시 종로구 새문안로 29
87,100000072,01167,독립문역.서대문형무소역사관,126.9594644024,37.5732126863,,서울특별시 종로구 무악동 47-44,서울특별시 종로구 통일로12길 2
88,100000073,01168,서대문.서울시교육청,126.9645273358,37.5682538056,,서울특별시 종로구 교남동 47-2,서울특별시 종로구 통일로 158
89,100000368,01169,서대문역사거리.적십자병원,126.9675878497,37.5671081521,,서울특별시 종로구 평동 171,서울특별시 종로구 새문안로 15
90,100000075,01171,독립문,126.9615632709,37.5711733169,,서울특별시 종로구 교북동 126-6,서울특별시 종로구 송월길 155
91,100000076,01172,창덕궁.서울돈화문국악당,126.9885394479,37.5775405746,,서울특별시 종로구 운니동 98-9,서울특별시 종로구 율곡로 83
92,100000077,01173,무교동,126.9802681756,37.5692423794,,서울특별시 종로구 서린동 93-2,서울특별시 종로구 종로 26
93,100000078,01174,청계1가.광교,126.9849267193,37.568684389,,서울특별시 종로구 관철동 13-14,서울특별시 종로구 청계천로 65
94,100000079,01175,청계2가.수표교,126.9906741813,37.5684371825,,서울특별시 종로구 관수동 91-4,서울특별시 종로구 청계천로 115
95,100000080,01176,청계4가.세운교,126.9964906282,37.5688691218,,서울특별시 종로구 예지동 134-2,서울특별시 종로구 청계천로 169-2
96,100000081,01177,청계5가.광장시장,126.9997973605,37.5694512793,,서울특별시 종로구 예지동 293-1,서울특별시 종로구 청계천로 199-1
97,100000102,01198,원남동,126.9973383362,37.5745325055,,서울특별시 종로구 원남동 95-1,서울특별시 종로구 창경궁로 135-1
98,100000103,01199,창덕궁.서울돈화문국악당,126.9878777332,37.5771946373,,서울특별시 종로구 운니동 114-2,서울특별시 종로구 율곡로 82-1
99,100000104,01200,안국역.종로경찰서.인사동,126.9842425956,37.5757849018,,서울특별시 종로구 관훈동 112-4,서울특별시 종로구 율곡로 40-1
100,100000105,01201,조계사,126.9832244185,37.5723660209,,서울특별시 종로구 견지동 111,서울특별시 종로구 우정국로 38-1
101,100000106,01202,조계사,126.9828258888,37.5724858087,,서울특별시 종로구 견지동 110-52,서울특별시 종로구 우정국로 39
102,100000107,01203,안국동,126.9827201116,37.5746105669,,서울특별시 종로구 견지동 8-4,서울특별시 종로구 우정국로 63
103,100000108,01204,종로5가.효제동.김상옥의거터,127.00223,37.5745,,서울특별시 종로구 효제동 30-1,서울특별시 종로구 대학로 36-3
104,100000109,01205,종로5가.효제초등학교,127.0021442279,37.5728790133,,서울특별시 종로구 효제동 298-1,서울특별시 종로구 대학로 20
105,100000116,01212,종로5가,127.0021826522,37.5705596025,,서울특별시 종로구 종로5가 194-1,서울특별시 종로구 종로5가 동호로 404-1
106,100000117,01213,청계6가.동대문시장,127.0028494203,37.5698351103,,서울특별시 종로구 종로5가 194-1,서울특별시 종로구 종로5가 청계천로 227
107,100000118,01214,동대문,127.0084126252,37.5717262368,,서울특별시 종로구 종로6가 88-2,서울특별시 종로구 종로6가 종로 269-15
108,100000119,01215,충신동,127.006278812,37.5740223509,,서울특별시 종로구 충신동 27-61,서울특별시 종로구 율곡로 256-1
109,100000121,01217,충신동,127.0063433807,37.5744602778,,서울특별시 종로구 충신동 27-17,서울특별시 종로구 율곡로 253
110,100000122,01218,현대그룹빌딩,127.000533,37.575873,,서울특별시 종로구 연지동 1-14,서울특별시 종로구 율곡로 195
111,100000123,01219,통신대(이화장),127.002437,37.578043,,서울특별시 종로구 동숭동 169-1,서울특별시 종로구 대학로 86
112,100000124,01220,혜화역.마로니에공원,127.0022769364,37.5811194873,,서울특별시 종로구 동숭동 1-117,서울특별시 종로구 대학로 112
113,100000125,01221,혜화역.서울대병원입구,127.0019395272,37.5810636257,,서울특별시 종로구 연건동 1-3,서울특별시 종로구 대학로 110-1
114,100000126,01222,통신대(이화장),127.0019937965,37.5781296741,,서울특별시 종로구 연건동 134-1,서울특별시 종로구 대학로 77
115,100000127,01223,이화동(이화장),127.0006951494,37.576119355,,서울특별시 종로구 연건동 203-5,서울특별시 종로구 율곡로 197
116,100000128,01224,창경궁.서울대학교병원,126.9968717143,37.5788279947,,서울특별시 종로구 연건동 28-37,서울특별시 종로구 대학로 101
117,100000129,01225,이화동(이화장),127.0032708172,37.5759372914,,서울특별시 종로구 이화동 207-2,서울특별시 종로구 율곡로 220-1
118,100000130,01226,혜화동로터리,127.0007246792,37.5857646257,,서울특별시 종로구 혜화동 120,서울특별시 종로구 창경궁로 273-3
119,100000131,01227,명륜동2가.성균관대입구,126.9993987623,37.5833334862,,서울특별시 종로구 명륜2가 194-1,서울특별시 종로구 명륜2가 창경궁로 246
120,100000132,01228,혜화역.서울연극센터(장면총리가옥),127.0013281701,37.584022814,,서울특별시 종로구 혜화동 142-1,서울특별시 종로구 대학로 143
121,100000133,01229,혜화역.동성중고(장면총리가옥),127.0017176887,37.5845697705,,서울특별시 종로구 혜화동 90-7,서울특별시 종로구 대학로 156
122,100000135,01231,종로구민회관.창신동두산아파트,127.0155555279,37.5740926792,,서울특별시 종로구 창신동 74-7,서울특별시 종로구 지봉로 43
123,100000139,01235,동묘역앞,127.0156014431,37.5716849566,,서울특별시 종로구 창신동 397-6,서울특별시 종로구 지봉로 18
124,100000140,01236,동묘역앞,127.0158879092,37.5718984771,,서울특별시 종로구 숭인동 316-1,서울특별시 종로구 지봉로 20
125,101000307,01237,청계2가교차로,126.9878778705,37.5684809008,,서울특별시 종로구 관철동 5-13,서울특별시 종로구 청계천로 93
126,100000142,01238,창신3동주민센터,127.015178,37.578413,,서울특별시 종로구 창신동 17-74,서울특별시 종로구 지봉로 91-1
127,100000143,01239,숭인1동주민센터,127.0155485759,37.5787720457,,서울특별시 종로구 숭인동 52-6,서울특별시 종로구 지봉로 98
128,100000144,01240,동묘역.롯데캐슬천지인,127.0158023517,37.5741800523,,서울특별시 종로구 숭인동 76,서울특별시 종로구 종로 347
129,100000147,01243,신설동로터리,127.0227802373,37.5759288312,,서울특별시 종로구 숭인동 1311,서울특별시 종로구 종로 411-3
130,100000364,01245,동묘앞,127.0178163138,37.5737292199,,서울특별시 종로구 숭인동 140,서울특별시 종로구 종로 363
131,100000150,01246,구기동현대빌라,126.956622,37.609682,,서울특별시 종로구 구기동 127-1,서울특별시 종로구 비봉길 12
132,100000151,01247,광장시장,126.9977437946,37.5694963125,,서울특별시 종로구 예지동 187-2,서울특별시 종로구 창경궁로 79
133,100000153,01249,혜화경찰서,126.9974787875,37.5725807445,,서울특별시 종로구 인의동 111-7,서울특별시 종로구 창경궁로 113
134,100000154,01250,서울역사박물관.김구집무실(경교장),126.9721318077,37.5699003386,,서울특별시 종로구 신문로1가 226,서울특별시 종로구 신문로1가 새문안로 68
135,100000155,01251,청계3가.관수교,126.9937793705,37.5686887917,,서울특별시 종로구 장사동 208-4,서울특별시 종로구 청계천로 145
136,100000156,01252,청계6가.버들다리,127.0080377075,37.5699303868,,서울특별시 종로구 종로6가 289-47,서울특별시 종로구 종로6가 종로 266
137,100000157,01253,청계7가.맑은내다리,127.0129554377,37.5699975315,,서울특별시 종로구 창신동 436-88,서울특별시 종로구 종로50라길 5
138,100000158,01254,청계8가.영도교,127.0182311268,37.5709465856,,서울특별시 종로구 창신동 399-4,서울특별시 종로구 청계천로 369
139,100000159,01256,원남동사거리,126.9982146839,37.5757228744,,서울특별시 종로구 원남동 28-4,서울특별시 종로구 율곡로 176
140,100000165,01262,숭인동,127.0204373408,37.5742721533,,서울특별시 종로구 숭인동 200-16,서울특별시 종로구 종로 386
141,100000169,01267,조계사,126.9831609226,37.572800338,,서울특별시 종로구 견지동 95-2,서울특별시 종로구 우정국로 42
142,100000174,01272,세종문화회관,126.9763658004,37.5733335205,,서울특별시 종로구 세종로 1-68,서울특별시 종로구 세종로 세종대로 189
143,100000179,01277,이화동(이화장),127.002955,37.576257,,서울특별시 종로구 이화동 192-2,서울특별시 종로구 율곡로 217
144,100000180,01278,상명대정문,126.9550207178,37.6016197182,,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 18
145,100000181,01279,이북오도청,126.9558882973,37.6130503244,,서울특별시 종로구 구기동 146-2,서울특별시 종로구 비봉길 48
146,100000188,01286,상명대입구.세검정교회,126.9597921957,37.5994435122,,서울특별시 종로구 홍지동 99-7,서울특별시 종로구 자하문로 300
147,100000189,01287,상명대입구.석파랑,126.9581941404,37.5995718125,,서울특별시 종로구 홍지동 99-7,서울특별시 종로구 세검정로 222
148,100000190,01288,종로중부새마을금고,127.0065911394,37.5724174899,,서울특별시 종로구 종로6가 28-8,서울특별시 종로구 종로6가 종로41길 26
149,100000191,01289,신설동로터리.신한은행앞.서울풍물시장,127.0231182769,37.5743860974,,서울특별시 종로구 숭인동 1476,서울특별시 종로구 난계로 255
150,100000192,01291,청계2가.삼일교,126.9872214307,37.5684458702,,서울특별시 종로구 관철동 10-2,서울특별시 종로구 청계천로 85
151,100000193,01292,청계8가.황학교,127.0227870051,37.5721307298,,서울특별시 종로구 숭인동 1499,서울특별시 종로구 청계천로 407
152,100000355,01293,평창동삼성아파트,126.978368,37.610967,,서울특별시 종로구 평창동 596,서울특별시 종로구 평창문화로 172
153,100000370,01294,안국역.종로경찰서.인사동,126.9855365486,37.5763329308,,서울특별시 종로구 경운동 96-15,서울특별시 종로구 율곡로 56
154,100000369,01295,안국역.종로경찰서.인사동,126.984768262,37.5764011758,,서울특별시 종로구 안국동 155,서울특별시 종로구 율곡로 49
155,100000371,01296,창덕궁,126.9890031166,37.5772280879,,서울특별시 종로구 운니동 99,서울특별시 종로구 돈화문로11가길 99-7
156,100000413,01297,남인사마당,126.9874286375,37.5713191723,,서울특별시 종로구 인사동 63-2,서울특별시 종로구 인사동길 6
157,100900047,01500,평창파출소,126.9668167021,37.605681218,,서울특별시 종로구 평창동 309-2,서울특별시 종로구 평창문화로 51
158,100900178,01501,삼청공원,126.9816468946,37.5882276807,,서울특별시 종로구 삼청동 125-7,서울특별시 종로구 삼청로 143
159,100900041,01502,수성동계곡,126.964246771,37.5820791626,,서울특별시 종로구 옥인동 181-10,서울특별시 종로구 옥인길 82
160,100900040,01503,명륜3가종점,126.9928636796,37.5909483783,,서울특별시 종로구 명륜3가 1-352,서울특별시 종로구 명륜3가 명륜길 99-2
161,100900197,01504,명륜새마을금고,126.996704891,37.5876532654,,서울특별시 종로구 명륜1가 16-31,서울특별시 종로구 명륜1가 성균관로 56
162,100900044,01505,서대문3번출구,126.9662183105,37.5664160731,,서울특별시 종로구 평동 211,서울특별시 종로구 통일로 134
163,100900039,01506,낙산공원,127.0087215681,37.5804037213,,서울특별시 종로구 창신동 615-278,서울특별시 종로구 낙산성곽서길 184
164,100900037,01507,인사미술공간.세탁소,126.9893670844,37.5814109836,,서울특별시 종로구 원서동 4-13,서울특별시 종로구 창덕궁길 85
165,100900036,01508,평화동물병원,126.9648837454,37.6048011982,,서울특별시 종로구 평창동 288-1,서울특별시 종로구 평창문화로 29
166,100900035,01509,금융연수원,126.9815691643,37.5865984991,,서울특별시 종로구 삼청동 122,서울특별시 종로구 삼청로 125
167,100900034,01510,박노수미술관,126.966603478,37.5809967425,,서울특별시 종로구 누상동 42,서울특별시 종로구 옥인3길 3
168,100900032,01511,샘미용실,126.9932227051,37.5903095275,,서울특별시 종로구 명륜3가 1-352,서울특별시 종로구 명륜3가 명륜길 83
169,100900031,01512,서울국제고등학교,126.9972902593,37.5890715947,,서울특별시 종로구 명륜1가 27-59,서울특별시 종로구 명륜1가 성균관로 72
170,100900029,01513,평화동물병원,126.9652007897,37.6049806084,,서울특별시 종로구 평창동 301-1,서울특별시 종로구 평창문화로 33
171,100900188,01514,적십자병원후문앞,126.9652272769,37.5675295356,,서울특별시 종로구 교남동 16-1,서울특별시 종로구 통일로 148
172,100900202,01515,서울성곽.성대후문,126.9896320737,37.5892576959,,서울특별시 종로구 명륜3가 53-52,서울특별시 종로구 명륜3가 성균관로 25-2
173,100900026,01516,빨래터.고희동미술관,126.9889727997,37.5831008302,,서울특별시 종로구 원서동 16,서울특별시 종로구 창덕궁5길 40
174,100900025,01517,세검초등학교,126.9614907597,37.6042522792,,서울특별시 종로구 신영동 10-14,서울특별시 종로구 진흥로 497
175,100900024,01518,삼청동주민센터,126.9819071619,37.5842638281,,서울특별시 종로구 삼청동 97-1,서울특별시 종로구 삼청로 99
176,100900020,01519,통인시장,126.9687504304,37.5804530718,,서울특별시 종로구 누하동 4,서울특별시 종로구 자하문로7길 73
177,100900021,01520,양현관,126.9936043615,37.5897914226,,서울특별시 종로구 명륜3가 1-1179,서울특별시 종로구 명륜3가 명륜길 74
178,100900017,01521,국민생활관,126.9988619666,37.5897456349,,서울특별시 종로구 명륜1가 31-3,서울특별시 종로구 명륜1가 혜화로 47
179,100900016,01522,오거리,126.9622629001,37.6070621164,,서울특별시 종로구 평창동 345-57,서울특별시 종로구 평창길 38
180,100900015,01523,경희궁자이2.3단지,126.9640686009,37.5687871134,,서울특별시 종로구 교남동 161-1,서울특별시 종로구 통일로 162-2
181,100900013,01524,창신쌍용2단지.한성대후문,127.0127581151,37.5812647965,,서울특별시 종로구 창신동 산 3-12,서울특별시 성북구 삼선동2가 낙산길 243-15
182,100900045,01525,통일부,126.9859476734,37.5875948053,,서울특별시 종로구 삼청동 산 2-1,서울특별시 종로구 북촌로 112
183,100900011,01526,원서고개,126.9878088426,37.583080553,,서울특별시 종로구 원서동 4-13,서울특별시 종로구 창덕궁길 145
184,100900009,01528,종로5가입구.혜화경찰서,126.997541081,37.571747236,,서울특별시 종로구 인의동 167-1,서울특별시 종로구 창경궁로 109
185,100900007,01529,삼청파출소,126.9812510491,37.581813662,,서울특별시 종로구 팔판동 92-4,서울특별시 종로구 삼청로 71
186,100900005,01530,오거리.한옥마을입구,126.9695411172,37.5794963204,,서울특별시 종로구 누하동 37-1,서울특별시 종로구 자하문로9길 30
187,100900046,01531,명륜시장.성대후문,126.9952543092,37.5885110529,,서울특별시 종로구 명륜3가 1-808,서울특별시 종로구 명륜3가 명륜길 29
188,100900003,01532,혜화초등학교,126.9998516643,37.5872532276,,서울특별시 종로구 명륜1가 33-116,서울특별시 종로구 명륜1가 혜화로 19
189,100900072,01533,청련사입구,126.9624312007,37.6079803769,,서울특별시 종로구 평창동 345-103,서울특별시 종로구 평창길 52
190,100900071,01534,영천시장,126.9628351888,37.5700050081,,서울특별시 종로구 교북동 127,서울특별시 종로구 송월길 99
191,100900070,01535,명신초.삼선푸르지오.힐스테이트,127.014556281,37.5821062067,,서울특별시 종로구 창신동 7-40,서울특별시 성북구 삼선동2가 낙산길 243-15
192,100900069,01536,감사원,126.9852900569,37.5862106518,,서울특별시 종로구 계동 1-1,서울특별시 종로구 북촌로 109
193,100900068,01537,중앙중고,126.986965299,37.583092177,,서울특별시 종로구 계동 2-33,서울특별시 종로구 창덕궁길 160
194,100900067,01538,인왕빌딩,126.9577443332,37.6079283311,,서울특별시 종로구 구기동 85-2,서울특별시 종로구 진흥로 443
195,100900066,01539,종로4가.종묘공원,126.9944624378,37.570632807,,서울특별시 종로구 종로3가 45-4,서울특별시 종로구 종로3가 종로 150-3
196,100900174,01540,국립민속박물관,126.9795533717,37.5792551846,,서울특별시 종로구 세종로 1-63,서울특별시 종로구 세종로 삼청로 37
197,100900065,01541,광화문새마을금고,126.9711466491,37.5793687689,,서울특별시 종로구 통인동 137-15,서울특별시 종로구 자하문로 37
198,100900064,01542,새마을금고,126.996518051,37.5877370613,,서울특별시 종로구 명륜3가 2-1,서울특별시 종로구 명륜3가 성균관로 55
199,100900063,01543,혜화우체국,127.0006137149,37.5860376565,,서울특별시 종로구 혜화동 110-5,서울특별시 종로구 혜화로 3
200,100900062,01544,언덕앞,126.9637921715,37.6089539753,,서울특별시 종로구 평창동 572,서울특별시 종로구 평창길 72
201,100900061,01545,경희궁자이4단지,126.9621148375,37.5707022242,,서울특별시 종로구 교북동 127,서울특별시 종로구 송월길 99
