No,개방서비스명,소재지전체주소,도로명전체주소,사업장명,좌표정보(X),좌표정보(Y),지번주소,도로명주소
243,단독정화조/오수처리시설설계시공업,서울특별시 동작구 상도동 23-5번지 ,서울특별시 동작구 상도로 231  (상도동),(주)국민환경기술,37.50546018,126.9445107,서울특별시 동작구 상도동 23-5,서울특별시 동작구 상도로 231
244,단독정화조/오수처리시설설계시공업,서울특별시 동작구 상도동 187-1번지 ,서울특별시 동작구 상도로 153 (상도동),송포환경(주),37.50343798,126.9361477,서울특별시 동작구 상도동 187-1,서울특별시 동작구 상도로 153
245,단독정화조/오수처리시설설계시공업,서울특별시 동작구 신대방동 347-25번지 ,서울특별시 동작구 여의대방로24길 134  (신대방동),한성공영주식회사,37.49905994,126.9274742,서울특별시 동작구 신대방동 347-25,서울특별시 동작구 여의대방로24길 134
246,노래연습장업,서울특별시 동작구 신대방동 607-14번지 지층 ,"서울특별시 동작구 신대방길 107 (신대방동,지층)",따봉노래연습장,37.49013464,126.9084949,서울특별시 동작구 신대방동 607-14,서울특별시 동작구 신대방길 107
247,노래연습장업,서울특별시 동작구 노량진동 311-20번지 2층 ,"서울특별시 동작구 장승배기로 110-1 (노량진동,2층)",앵콜노래연습장,37.50742667,126.9401621,서울특별시 동작구 노량진동 311-20,서울특별시 동작구 장승배기로 110-1
248,노래연습장업,서울특별시 동작구 노량진동 271-7번지 지하 ,"서울특별시 동작구 노량진로6길 18 (노량진동,지하)",란노래연습장,37.51227353,126.9357087,서울특별시 동작구 노량진동 271-7,서울특별시 동작구 노량진로6길 18
249,노래연습장업,서울특별시 동작구 신대방동 350-9번지 ,서울특별시 동작구 보라매로 99 (신대방동),무조건 노래연습장,37.49816552,126.9277807,서울특별시 동작구 신대방동 350-9,서울특별시 동작구 보라매로 99
250,노래연습장업,서울특별시 동작구 노량진동 272-4번지 ,서울특별시 동작구 노량진로6길 26  (노량진동),생방송노래방(연소자실6),37.51194243,126.9355784,서울특별시 동작구 노량진동 272-4,서울특별시 동작구 노량진로6길 26
251,노래연습장업,서울특별시 동작구 사당동 84-10번지 지층 ,"서울특별시 동작구 동작대로33가길 8  (사당동,지층)",에이스노래연습장,37.48992001,126.9818741,서울특별시 동작구 사당동 84-10,서울특별시 동작구 동작대로33가길 8
252,노래연습장업,서울특별시 동작구 사당동 89-69번지 지층 ,"서울특별시 동작구 동작대로29길 18  (사당동,지층)",디노사이버,37.48825254,126.9808959,서울특별시 동작구 사당동 89-69,서울특별시 동작구 동작대로29길 18
253,노래연습장업,서울특별시 동작구 사당동 1019-1번지 ,서울특별시 동작구 동작대로13길 7  (사당동),태양노래방,37.48162284,126.9809564,서울특별시 동작구 사당동 1019-1,서울특별시 동작구 동작대로13길 7
254,노래연습장업,서울특별시 동작구 사당동 145-23번지 ,서울특별시 동작구 동작대로25길 9-8  (사당동),열린노래연습장,37.48604172,126.9813725,서울특별시 동작구 사당동 145-23,서울특별시 동작구 동작대로25길 9-8
255,노래연습장업,서울특별시 동작구 대방동 43-2번지 지층 ,"서울특별시 동작구 등용로14길 44 (대방동,지층)",뱅크노래연습장,37.51197711,126.9339258,서울특별시 동작구 대방동 43-2,서울특별시 동작구 등용로14길 44
256,노래연습장업,서울특별시 동작구 신대방동 607-24번지 ,서울특별시 동작구 신대방길 95  (신대방동),훼미리노래방,37.48979697,126.9089963,서울특별시 동작구 신대방동 607-24,서울특별시 동작구 신대방길 95
257,노래연습장업,서울특별시 동작구 흑석동 223-1번지 (3층) ,"서울특별시 동작구 흑석로 94 (흑석동,(3층))",K-2-2 노래연습장,37.50726305,126.9599876,서울특별시 동작구 흑석동 223-1,서울특별시 동작구 흑석로 94
258,노래연습장업,서울특별시 동작구 흑석동 181-11번지 ,서울특별시 동작구 흑석로 111  (흑석동),S.F. 노래연습장,37.50856432,126.9612099,서울특별시 동작구 흑석동 181-11,서울특별시 동작구 흑석로 111
259,노래연습장업,서울특별시 동작구 사당동 89-69번지 지층 ,"서울특별시 동작구 동작대로29길 18  (사당동,지층)",킹노래연습장,37.48825254,126.9808959,서울특별시 동작구 사당동 89-69,서울특별시 동작구 동작대로29길 18
260,노래연습장업,서울특별시 동작구 신대방동 362-31번지 지하1층 ,"서울특별시 동작구 여의대방로24길 30 (신대방동,지하1층)",프라하 노래연습장,37.49783424,126.9217345,서울특별시 동작구 신대방동 362-31,서울특별시 동작구 여의대방로24길 30
261,노래연습장업,서울특별시 동작구 상도동 463번지 지층 ,"서울특별시 동작구 상도로 321  (상도동,지층)",골든벨노래연습장,37.49947515,126.9512252,서울특별시 동작구 상도동 463,서울특별시 동작구 상도로 321
262,노래연습장업,서울특별시 동작구 상도동 179-12번지 32통3반 2층 ,,오백냥노래연습장,37.50433085,126.939696,서울특별시 동작구 상도동 179-12,서울특별시 동작구 장승배기로10길 8
263,노래연습장업,서울특별시 동작구 상도동 324-42번지 13통2반 ,서울특별시 동작구 국사봉1길 33  (상도동),네박자노래연습장,37.49914159,126.9303516,서울특별시 동작구 상도동 324-42,서울특별시 동작구 국사봉1길 33
264,노래연습장업,서울특별시 동작구 상도동 324-72번지 ,서울특별시 동작구 국사봉1길 11  (상도동),궁전노래연습장,37.49901542,126.9292328,서울특별시 동작구 상도동 324-72,서울특별시 동작구 국사봉1길 11
265,노래연습장업,서울특별시 동작구 상도동 347-10번지 22통5반 지하 ,"서울특별시 동작구 상도로 114 (상도동,지하)",특급노래연습장,37.50095139,126.9330616,서울특별시 동작구 상도동 347-10,서울특별시 동작구 상도로 114
266,노래연습장업,서울특별시 동작구 사당동 89-10번지 지하1층 ,"서울특별시 동작구 동작대로29가길 20  (사당동,지하1층)",으랏차차 노래연습장,37.488893,126.9816373,서울특별시 동작구 사당동 89-10,서울특별시 동작구 동작대로29가길 20
267,노래연습장업,서울특별시 동작구 사당동 1041-11번지 지하1층 ,"서울특별시 동작구 남부순환로271길 14 (사당동,지하1층)",보스노래연습장,37.47743553,126.9801189,서울특별시 동작구 사당동 1041-11,서울특별시 동작구 남부순환로271길 14
268,노래연습장업,서울특별시 동작구 사당동 1041-36번지 ,서울특별시 동작구 사당로30길 148  (사당동),제일노래연습장,37.4782776,126.9806069,서울특별시 동작구 사당동 1041-36,서울특별시 동작구 사당로30길 148
269,노래연습장업,서울특별시 동작구 사당동 1038-25번지 지하 ,"서울특별시 동작구 동작대로7길 80  (사당동,지하)",큐노래연습장,37.47788031,126.9783114,서울특별시 동작구 사당동 1038-25,서울특별시 동작구 동작대로7길 80
270,노래연습장업,서울특별시 동작구 사당동 1031-1번지 지층 ,"서울특별시 동작구 동작대로7길 11  (사당동,지층)",호박노래연습장,37.4798247,126.9809812,서울특별시 동작구 사당동 1031-1,서울특별시 동작구 동작대로7길 11
271,노래연습장업,서울특별시 동작구 노량진동 309-19번지 2층 ,"서울특별시 동작구 장승배기로 118 (노량진동,2층)",에이스노래연습장,37.50799903,126.9402526,서울특별시 동작구 노량진동 309-19,서울특별시 동작구 장승배기로 118
272,노래연습장업,서울특별시 동작구 신대방동 607-58번지 2층 ,"서울특별시 동작구 신대방길 113 (신대방동,2층)",땡큐노래연습장,37.49025681,126.9082623,서울특별시 동작구 신대방동 607-58,서울특별시 동작구 신대방길 113
273,노래연습장업,서울특별시 동작구 사당동 86-9번지 지층 ,"서울특별시 동작구 동작대로 129 (사당동,지층)",SBS노래연습장,37.48831253,126.9819351,서울특별시 동작구 사당동 86-9,서울특별시 동작구 동작대로 129
274,노래연습장업,서울특별시 동작구 사당동 1006-12번지 지하1층 ,"서울특별시 동작구 동작대로21길 16 (사당동,지하1층)",연지노래연습장,37.4839486,126.9808797,서울특별시 동작구 사당동 1006-12,서울특별시 동작구 동작대로21길 16
275,노래연습장업,서울특별시 동작구 상도동 486-8번지 지층 ,"서울특별시 동작구 상도로37길 80  (상도동,지층)",유쾌한 노래연습장,37.49736377,126.9533248,서울특별시 동작구 상도동 486-8,서울특별시 동작구 상도로37길 80
276,노래연습장업,서울특별시 동작구 사당동 1045-8번지 지층 ,"서울특별시 동작구 남부순환로 2061 (사당동,지층)",알파고노래연습장,37.47700288,126.977712,서울특별시 동작구 사당동 1045-8,서울특별시 동작구 남부순환로 2061
277,노래연습장업,서울특별시 동작구 사당동 1042-6번지 지1층 ,"서울특별시 동작구 사당로30길 163 (사당동,지1층)",이슈,37.4774997,126.9807792,서울특별시 동작구 사당동 1042-6,서울특별시 동작구 사당로30길 163
278,노래연습장업,서울특별시 동작구 사당동 139-72번지 지층 ,"서울특별시 동작구 동작대로27가길 12 (사당동,지층)",K2 노래연습장,37.4871163,126.9810402,서울특별시 동작구 사당동 139-72,서울특별시 동작구 동작대로27가길 12
279,노래연습장업,서울특별시 동작구 상도동 365-2번지 지하1층 ,서울특별시 동작구 상도로 174 (상도동),앵무새노래연습실(연소자실2),37.50431026,126.9383941,서울특별시 동작구 상도동 365-2,서울특별시 동작구 상도로 174
280,노래연습장업,서울특별시 동작구 신대방동 607-5번지 ,서울특별시 동작구 시흥대로 658 (신대방동),청개구리노래연습장,37.49035743,126.9081077,서울특별시 동작구 신대방동 607-5,서울특별시 동작구 시흥대로 658
281,노래연습장업,서울특별시 동작구 신대방동 694-1번지 지층 ,"서울특별시 동작구 대림로 41  (신대방동,지층)",평화노래연습장,37.48743154,126.908516,서울특별시 동작구 신대방동 694-1,서울특별시 동작구 대림로 41
282,노래연습장업,서울특별시 동작구 본동 203-0번지 ,서울특별시 동작구 노량진로18길 31 (본동),나룻터노래연습장,37.51223238,126.9514076,서울특별시 동작구 본동 203,서울특별시 동작구 노량진로18길 31
283,노래연습장업,서울특별시 동작구 노량진동 117-24번지 ,서울특별시 동작구 만양로 104  (노량진동),짱노래연습장,37.51282167,126.9445302,서울특별시 동작구 노량진동 117-24,서울특별시 동작구 만양로 104
284,노래연습장업,서울특별시 동작구 사당동 139-71번지 (지층) ,"서울특별시 동작구 동작대로27가길 11 (사당동,(지층))",오디션 노래연습장,37.48710633,126.9812333,서울특별시 동작구 사당동 139-71,서울특별시 동작구 동작대로27가길 11
285,노래연습장업,서울특별시 동작구 사당동 139-52번지 지층 ,"서울특별시 동작구 동작대로27다길 9  (사당동,지층)",쿨노래연습장(연소자실7),37.48718614,126.9805819,서울특별시 동작구 사당동 139-52,서울특별시 동작구 동작대로27다길 9
286,노래연습장업,서울특별시 동작구 사당동 168-63번지 지층 ,"서울특별시 동작구 사당로23길 148 (사당동,지층)",아하노래연습장,37.48907807,126.9720128,서울특별시 동작구 사당동 1159-2,서울특별시 동작구 사당로23길 145
287,노래연습장업,서울특별시 동작구 사당동 317-1번지 지층 ,"서울특별시 동작구 사당로16길 21  (사당동,지층)",시작 노래연습장,37.48241874,126.973284,서울특별시 동작구 사당동 317-1,서울특별시 동작구 사당로16길 21
288,노래연습장업,서울특별시 동작구 신대방동 588-6번지 지층 ,"서울특별시 동작구 신대방길 116 (신대방동,지층)",골드노래연습장,37.49055915,126.9083273,서울특별시 동작구 신대방동 588-6,서울특별시 동작구 신대방길 116
289,노래연습장업,서울특별시 동작구 사당동 132-15번지 ,서울특별시 동작구 동작대로27길 16-4  (사당동),파티노래연습장,37.48772587,126.9812632,서울특별시 동작구 사당동 132-15,서울특별시 동작구 동작대로27길 16-4
290,노래연습장업,서울특별시 동작구 사당동 265-18번지 지층 ,"서울특별시 동작구 사당로 229-1 (사당동,지층)",불타는노래연습장,37.48368714,126.9734887,서울특별시 동작구 사당동 265-18,서울특별시 동작구 사당로 229-1
291,노래연습장업,서울특별시 동작구 사당동 265-47번지 지층 ,"서울특별시 동작구 사당로16길 18 (사당동,지층)",스타노래연습장,37.48271056,126.9732115,서울특별시 동작구 사당동 265-47,서울특별시 동작구 사당로16길 18
292,노래연습장업,서울특별시 동작구 대방동 417-2번지 ,서울특별시 동작구 여의대방로 134-1  (대방동),신바람노래연습장,37.49904099,126.9207001,서울특별시 동작구 대방동 417-2,서울특별시 동작구 여의대방로 134-1
293,노래연습장업,서울특별시 동작구 신대방동 395-69번지 보라매아카데미타워 ,"서울특별시 동작구 보라매로5가길 16  (신대방동,보라매아카데미타워)",홍콩노래연습장,37.4913316,126.9241048,서울특별시 동작구 신대방동 395-69,서울특별시 동작구 보라매로5가길 16
294,노래연습장업,서울특별시 동작구 신대방동 344-40번지 ,서울특별시 동작구 보라매로 67 (신대방동),앵콜노래연습장,37.49539081,126.9272494,서울특별시 동작구 신대방동 344-40,서울특별시 동작구 보라매로 67
295,노래연습장업,서울특별시 동작구 신대방동 351-5번지 2층 ,"서울특별시 동작구 보라매로 105  (신대방동,2층)",SBS노래연습장,37.49868016,126.9277608,서울특별시 동작구 신대방동 351-5,서울특별시 동작구 보라매로 105
296,노래연습장업,서울특별시 동작구 상도1동 747-3번지 ,서울특별시 동작구 상도로 274  (상도1동),KBS노래연습장,37.50287134,126.9475083,서울특별시 동작구 상도1동 747-3,서울특별시 동작구 상도로 274
297,노래연습장업,서울특별시 동작구 상도1동 792-0번지 지하 ,서울특별시 동작구 상도로41길 7 (상도1동),보가코인 노래연습장,37.50173424,126.9495004,서울특별시 동작구 상도1동 792,서울특별시 동작구 상도로41길 7
298,노래연습장업,서울특별시 동작구 노량진동 97-1번지 ,"서울특별시 동작구 노량진로16길 14, 지층 (노량진동)",에너지코인노래연습장,37.51298062,126.9435992,서울특별시 동작구 노량진동 97-1,서울특별시 동작구 노량진로16길 14
299,노래연습장업,서울특별시 동작구 노량진동 117-15번지 ,서울특별시 동작구 만양로 110 (노량진동),노래야노래야 코인노래연습장(노량진점),37.51319148,126.944418,서울특별시 동작구 노량진동 117-15,서울특별시 동작구 만양로 110
300,노래연습장업,서울특별시 동작구 상도1동 759번지 도미노스 ,"서울특별시 동작구 양녕로 262, 3층 (상도1동)",로로코인노래연습장,37.50318478,126.9482726,서울특별시 동작구 상도1동 759,서울특별시 동작구 양녕로 262
301,노래연습장업,서울특별시 동작구 노량진동 119-74번지 광보한의원 ,서울특별시 동작구 만양로 89-1 (노량진동),팍스코인노래연습장,37.51149667,126.9441754,서울특별시 동작구 노량진동 119-74,서울특별시 동작구 만양로 89-1
302,노래연습장업,서울특별시 동작구 흑석동 190-27번지 지층 ,"서울특별시 동작구 흑석로13가길 42 (흑석동,지층)",코러스노래연습장,37.50756086,126.9595415,서울특별시 동작구 흑석동 190-27,서울특별시 동작구 흑석로13가길 42
303,노래연습장업,서울특별시 동작구 사당동 144-16번지 ,서울특별시 동작구 동작대로25길 41  (사당동),일번지노래연습장,37.4853073,126.9802191,서울특별시 동작구 사당동 144-16,서울특별시 동작구 동작대로25길 41
304,노래연습장업,서울특별시 동작구 상도동 323-17번지 지층 ,"서울특별시 동작구 국사봉1길 12  (상도동,지층)",i럭셔리노래연습장,37.49879207,126.92926,서울특별시 동작구 상도동 323-17,서울특별시 동작구 국사봉1길 12
305,노래연습장업,서울특별시 동작구 신대방동 395-69번지 보라매아카데미타워6층 601호,"서울특별시 동작구 보라매로5가길 16,  601호 (신대방동,보라매아카데미타워6층)",스핑크스 노래연습장,37.4913316,126.9241048,서울특별시 동작구 신대방동 395-69,서울특별시 동작구 보라매로5가길 16
306,노래연습장업,서울특별시 동작구 신대방동 692-52번지 지층 ,"서울특별시 동작구 대림로 12  (신대방동,지층)",짱노래연습장,37.48755833,126.9118626,서울특별시 동작구 신대방동 692-52,서울특별시 동작구 대림로 12
307,노래연습장업,서울특별시 동작구 상도동 328-10번지 ,서울특별시 동작구 국사봉1길 4  (상도동),타임,37.49878113,126.9288995,서울특별시 동작구 상도동 328-10,서울특별시 동작구 국사봉1길 4
308,노래연습장업,서울특별시 동작구 상도동 492-21번지 ,서울특별시 동작구 상도로62길 25 (상도동),MBC 노래연습장,37.49543112,126.9535558,서울특별시 동작구 상도동 492-21,서울특별시 동작구 상도로62길 25
309,노래연습장업,서울특별시 동작구 상도동 256-43번지 ,서울특별시 동작구 성대로 46  (상도동),뉴스타 노래연습장,37.49874939,126.9334956,서울특별시 동작구 상도동 256-43,서울특별시 동작구 성대로 46
310,노래연습장업,서울특별시 동작구 사당동 708-459번지 ,서울특별시 동작구 동작대로25길 40 (사당동),탈렌트 노래연습장,37.48552327,126.9802016,서울특별시 동작구 사당동 708-459,서울특별시 동작구 동작대로25길 40
311,노래연습장업,서울특별시 동작구 사당동 1041-31번지 ,서울특별시 동작구 사당로30길 150 (사당동),딱조아 노래연습장,37.47815225,126.9804943,서울특별시 동작구 사당동 1041-31,서울특별시 동작구 사당로30길 150
312,노래연습장업,서울특별시 동작구 신대방동 694-10번지 지하 1층 ,"서울특별시 동작구 대림로 33-1 (신대방동,지하 1층)",홍 노래연습장,37.48706552,126.9092879,서울특별시 동작구 신대방동 694-10,서울특별시 동작구 대림로 33-1
313,노래연습장업,서울특별시 동작구 사당동 89-26번지 지층 ,"서울특별시 동작구 동작대로29가길 23  (사당동,지층)",코리아 노래연습장,37.48896009,126.981394,서울특별시 동작구 사당동 89-26,서울특별시 동작구 동작대로29가길 23
314,노래연습장업,서울특별시 동작구 상도1동 638-2번지 지하 1층 ,"서울특별시 동작구 양녕로 282-1 (상도1동,지하 1층)",신바람노래연습장,37.50439243,126.9504389,서울특별시 동작구 상도1동 638-2,서울특별시 동작구 양녕로 282-1
315,노래연습장업,서울특별시 동작구 사당동 139-87번지 지하1층 ,"서울특별시 동작구 동작대로27가길 6-4 (사당동,지하1층)",119노래연습장,37.48684417,126.9809094,서울특별시 동작구 사당동 139-87,서울특별시 동작구 동작대로27가길 6-4
316,노래연습장업,서울특별시 동작구 사당동 1042-7번지 지하1층 ,"서울특별시 동작구 동작대로1길 12  (사당동,지하1층)",네트노래연습장,37.47740167,126.9807741,서울특별시 동작구 사당동 1042-7,서울특별시 동작구 동작대로1길 12
317,노래연습장업,서울특별시 동작구 대방동 417-2번지 지상 2층 ,"서울특별시 동작구 여의대방로 134-1  (대방동,지상 2층)",신바람2노래연습장,37.49904099,126.9207001,서울특별시 동작구 대방동 417-2,서울특별시 동작구 여의대방로 134-1
318,노래연습장업,서울특별시 동작구 사당동 254-5번지 지하 ,"서울특별시 동작구 사당로 218-1  (사당동,지하)",테마파티 노래연습장,37.48398461,126.9721328,서울특별시 동작구 사당동 254-5,서울특별시 동작구 사당로 218-1
319,노래연습장업,서울특별시 동작구 대방동 416-3번지 ,서울특별시 동작구 여의대방로24가길 16 (대방동),소리샘노래연습장,37.49903942,126.9211725,서울특별시 동작구 대방동 416-3,서울특별시 동작구 여의대방로24가길 16
320,노래연습장업,서울특별시 동작구 노량진동 313-94번지 ,서울특별시 동작구 장승배기로19길 19  (노량진동),상록수노래연습장,37.50809133,126.9389064,서울특별시 동작구 노량진동 313-94,서울특별시 동작구 장승배기로19길 19
321,노래연습장업,서울특별시 동작구 노량진동 40-32번지 지층 ,"서울특별시 동작구 노량진로12길 8 (노량진동,지층)",사계절노래연습장,37.51288247,126.9383206,서울특별시 동작구 노량진동 40-32,서울특별시 동작구 노량진로12길 8
322,노래연습장업,서울특별시 동작구 노량진동 258-42번지 지층 ,"서울특별시 동작구 노량진로8길 40  (노량진동,지층)",파티파티노래연습장,37.51241762,126.9374239,서울특별시 동작구 노량진동 258-42,서울특별시 동작구 노량진로8길 40
323,노래연습장업,서울특별시 동작구 노량진동 41-5번지 ,서울특별시 동작구 노량진로 110 (노량진동),SBS노래연습장,37.51320028,126.9380238,서울특별시 동작구 노량진동 41-5,서울특별시 동작구 노량진로 110
324,노래연습장업,서울특별시 동작구 상도동 368-14번지 지층 ,"서울특별시 동작구 상도로 178, 지층 (상도동, 최안과)",뉴스타노래연습장,37.50437847,126.938746,서울특별시 동작구 상도동 368-14,서울특별시 동작구 상도로 178
325,노래연습장업,서울특별시 동작구 상도동 373-72번지 ,서울특별시 동작구 상도로30길 2  (상도동),큐 노래연습장,37.50494789,126.9408227,서울특별시 동작구 상도동 373-72,서울특별시 동작구 상도로30길 2
326,노래연습장업,서울특별시 동작구 노량진동 118-5번지 ,서울특별시 동작구 만양로 100 (노량진동),OK,37.5123449,126.944421,서울특별시 동작구 노량진동 118-5,서울특별시 동작구 만양로 100
327,노래연습장업,서울특별시 동작구 사당동 1032-29번지 ,서울특별시 동작구 사당로30길 142 (사당동),신세계노래연습장,37.47856033,126.980546,서울특별시 동작구 사당동 1032-29,서울특별시 동작구 사당로30길 142
328,노래연습장업,서울특별시 동작구 사당동 1008-16번지 지하1층 ,"서울특별시 동작구 동작대로 69 (사당동,지하1층)",대박노래연습장,37.48268486,126.9815444,서울특별시 동작구 사당동 1008-16,서울특별시 동작구 동작대로 69
329,노래연습장업,서울특별시 동작구 사당동 1043-9번지 외1(지하1층) ,"서울특별시 동작구 동작대로1길 9-1 (사당동,외1(지하1층))",까치노래연습장,37.47708145,126.980793,서울특별시 동작구 사당동 1043-9,서울특별시 동작구 동작대로1길 9-1
330,노래연습장업,서울특별시 동작구 사당동 150-10번지 지하1층 ,"서울특별시 동작구 사당로 283  (사당동,지하1층)",토마토노래연습장,37.48456581,126.9789187,서울특별시 동작구 사당동 150-10,서울특별시 동작구 사당로 283
331,노래연습장업,서울특별시 동작구 사당동 152-2번지 ,서울특별시 동작구 사당로 279  (사당동),해피데이,37.48445338,126.9784546,서울특별시 동작구 사당동 152-2,서울특별시 동작구 사당로 279
332,노래연습장업,서울특별시 동작구 상도동 325-4번지 지층 ,"서울특별시 동작구 상도로 96  (상도동,지층)",서울노래연습장,37.49992723,126.9313629,서울특별시 동작구 상도동 325-4,서울특별시 동작구 상도로 96
333,노래연습장업,서울특별시 동작구 사당동 1031-27번지 12통4반 지층 ,"서울특별시 동작구 동작대로 21  (사당동,지층)",현대노래연습장,37.47849252,126.9813505,서울특별시 동작구 사당동 1031-27,서울특별시 동작구 동작대로 21
334,노래연습장업,서울특별시 동작구 노량진동 40-39번지 ,서울특별시 동작구 노량진로12길 12-6 (노량진동),진진노래연습장,37.51287288,126.938059,서울특별시 동작구 노량진동 40-39,서울특별시 동작구 노량진로12길 12-6
335,노래연습장업,서울특별시 동작구 상도동 502-4번지 ,"서울특별시 동작구 사당로 18, 지층 (상도동)",리코스타 코인 노래연습장(숭실대2호점),37.49522023,126.956244,서울특별시 동작구 상도동 502-4,서울특별시 동작구 사당로 18
336,노래연습장업,서울특별시 동작구 신대방동 361-55번지 지층 ,"서울특별시 동작구 여의대방로22길 78 (신대방동,지층)",쿨노래연습장,37.49769843,126.9243172,서울특별시 동작구 신대방동 361-55,서울특별시 동작구 여의대방로22길 78
337,노래연습장업,서울특별시 동작구 노량진동 261-4번지 지층 ,"서울특별시 동작구 노량진로8길 20, 지층 (노량진동, 안정모치과)",뮤직박스 코인노래연습장,37.51259199,126.936443,서울특별시 동작구 노량진동 261-4,서울특별시 동작구 노량진로8길 20
338,노래연습장업,서울특별시 동작구 상도동 365-7번지 지층 ,"서울특별시 동작구 상도로15길 120 (상도동,지층)",자기야노래연습장,37.50458642,126.9373556,서울특별시 동작구 상도동 365-7,서울특별시 동작구 상도로15길 120
339,노래연습장업,서울특별시 동작구 사당동 1041-5번지 지하 1층 ,"서울특별시 동작구 남부순환로271길 24  (사당동,지하 1층)",라이브노래연습장,37.47797002,126.9802044,서울특별시 동작구 사당동 1041-5,서울특별시 동작구 남부순환로271길 24
340,노래연습장업,서울특별시 동작구 상도1동 793-1번지 지층 ,서울특별시 동작구 상도로 293 (상도1동),나가수노래연습장,37.50164768,126.9493453,서울특별시 동작구 상도1동 793-1,서울특별시 동작구 상도로 293
341,노래연습장업,서울특별시 동작구 노량진동 258-20번지 지층 ,서울특별시 동작구 노량진로10길 28 (노량진동),베토벤노래연습장,37.51217425,126.937405,서울특별시 동작구 노량진동 258-20,서울특별시 동작구 노량진로10길 28
342,노래연습장업,서울특별시 동작구 상도동 477-16번지 지하 ,"서울특별시 동작구 상도로37길 72  (상도동,지하)",축제노래연습장,37.49803551,126.9527403,서울특별시 동작구 상도동 477-16,서울특별시 동작구 상도로37길 72
343,노래연습장업,서울특별시 동작구 사당동 1031-30번지 지하 1층 ,서울특별시 동작구 동작대로 29 (사당동),궁전노래연습장,37.47913025,126.9813106,서울특별시 동작구 사당동 1031-30,서울특별시 동작구 동작대로 29
344,노래연습장업,서울특별시 동작구 신대방동 690-8번지 지하 1층 ,서울특별시 동작구 대림로 40-1 (신대방동),청와대노래연습장,37.48758524,126.9089615,서울특별시 동작구 신대방동 690-8,서울특별시 동작구 대림로 40-1
345,노래연습장업,서울특별시 동작구 노량진동 148-65번지 ,"서울특별시 동작구 만양로18길 11, 지층 (노량진동)",동네스타노래연습장,37.51322908,126.9450481,서울특별시 동작구 노량진동 148-65,서울특별시 동작구 만양로18길 11
346,노래연습장업,서울특별시 동작구 사당동 132-20번지 ,"서울특별시 동작구 동작대로27길 16-5, 2층 (사당동)",락휴코인노래연습장이수점,37.48776583,126.981,서울특별시 동작구 사당동 132-20,서울특별시 동작구 동작대로27길 16-5
347,노래연습장업,서울특별시 동작구 상도동 190-3번지 ,"서울특별시 동작구 상도로 136, 지층 (상도동)",월드노래연습장,37.50215434,126.9348706,서울특별시 동작구 상도동 190-3,서울특별시 동작구 상도로 136
348,노래연습장업,서울특별시 동작구 대방동 416-4번지 ,"서울특별시 동작구 여의대방로24가길 22, 3층 (대방동)",일번지노래연습장,37.49921529,126.9211749,서울특별시 동작구 대방동 416-4,서울특별시 동작구 여의대방로24가길 22
349,노래연습장업,서울특별시 동작구 상도동 363-11번지 ,"서울특별시 동작구 등용로 9, 지하1층 (상도동)",쟁반노래연습장,37.50495375,126.9370051,서울특별시 동작구 상도동 363-11,서울특별시 동작구 등용로 9
350,노래연습장업,서울특별시 동작구 사당동 1042-8번지 ,"서울특별시 동작구 동작대로1길 8, 지하1층 (사당동)",팡팡노래연습장,37.47740008,126.9809617,서울특별시 동작구 사당동 1042-8,서울특별시 동작구 동작대로1길 8
351,노래연습장업,서울특별시 동작구 상도동 255-3번지 ,"서울특별시 동작구 성대로 35, 2층 (상도동)",딱이야노래연습장,37.49923705,126.9333934,서울특별시 동작구 상도동 255-3,서울특별시 동작구 성대로 35
352,노래연습장업,서울특별시 동작구 사당동 1006-10번지 ,"서울특별시 동작구 동작대로23길 17, 지층 (사당동)",나성 노래연습장,37.48408985,126.9807311,서울특별시 동작구 사당동 1006-10,서울특별시 동작구 동작대로23길 17
353,노래연습장업,서울특별시 동작구 흑석동 195-17번지 ,"서울특별시 동작구 흑석로 81, 3층 (흑석동)",잇츠코인노래연습장,37.50706425,126.9585891,서울특별시 동작구 흑석동 195-17,서울특별시 동작구 흑석로 81
354,노래연습장업,서울특별시 동작구 노량진동 73-3번지 ,서울특별시 동작구 노량진로 152-1 (노량진동),코인노래연습장,37.51345176,126.9428576,서울특별시 동작구 노량진동 73-3,서울특별시 동작구 노량진로 152-1
355,노래연습장업,서울특별시 동작구 신대방동 345-3번지 2호2층 ,"서울특별시 동작구 보라매로 93 (신대방동, 2호 2층)",필하모니노래연습장,37.4977037,126.9276953,서울특별시 동작구 신대방동 345-3,서울특별시 동작구 보라매로 93
356,노래연습장업,서울특별시 동작구 상도동 354-20번지 지상 2층 ,"서울특별시 동작구 상도로 129 (상도동,지상 2층)",쌍쌍노래연습장,37.5020783,126.9340705,서울특별시 동작구 상도동 354-20,서울특별시 동작구 상도로 129
357,노래연습장업,서울특별시 동작구 신대방동 361-3번지 지하 ,"서울특별시 동작구 여의대방로24길 52  (신대방동,지하)",우리노래연습장,37.49798753,126.9231507,서울특별시 동작구 신대방동 361-3,서울특별시 동작구 여의대방로24길 52
358,노래연습장업,서울특별시 동작구 사당동 139-30번지 지하 1층 ,"서울특별시 동작구 동작대로27길 5 (사당동,지하 1층)",리코스타 코인노래연습장 이수점,37.48733712,126.9814933,서울특별시 동작구 사당동 139-30,서울특별시 동작구 동작대로27길 5
