,일반시설일련번호,기준년도,시설종류,시설명,전체집행연장,전체집행면적,미집행연장,위치정보,좌표정보(X),좌표정보(Y)
293,1219235,2015,자치단체청소년수련시설,청소년수련시설,0,54583,0,상도동 110 일원,36.00715141,129.355805
294,1198966,2015,공공하수도중 간선하수관,형산배수펌프장및    유수지,0,86425,0,포항시상도동 497,36.00747056,129.347164
296,1197839,2015,대규모점포및임시시장,상도1시장,0,165,0,포항시 상도동629,36.01258147,129.356216
297,1197840,2015,대규모점포및임시시장,상도 시장,0,1655,0,포항시 상도동1-12,36.01992196,129.3610329
298,1218670,2015,완충녹지,녹지,0,3508,0,상도동 455-107 일원,36.00988758,129.3464137
299,1218712,2015,완충녹지,녹지,0,22206,0,남구 상도동 201-4 일대,36.00819874,129.3546532
300,1195201,2015,노외주차장,주차장,0,1826,0,상도동 466-8일원,37.4987322,126.952354
301,1196590,2015,여객자동차터미널,여객자동차 터미날 (시내·외),0,20027,0,상도동 579-12∼13,36.01392941,129.3500814
302,1218952,2015,근린공원,상도공원,0,49605,0,남구 상도동 175-1 일대,36.0085867,129.3515831
303,1100889,2015,노외주차장,주차장15,0,2539,0,대구면 사당리 239-2,34.50766853,126.7983584
304,1250917,2015,어린이공원,창원-어린이공원167,0,0,0,대산면 대방리 37답,35.34271336,128.6954008
305,1133239,2015,교차점광장,창원-광장32,0,26579,0,성산구 대방동 산 84-2,35.20799121,128.7132661
306,1123143,2015,배수시설,창원-수도공급설비-9,15000,32186,0,대방동 산6,34.942425,128.0615003
307,1113492,2015,초등학교,창원-학교-25,0,15790,0,대방동 359,35.21122638,128.706677
308,1113503,2015,초등학교,창원-학교-65,0,17812,0,대방동 368,35.20941071,128.7097672
309,1113504,2015,초등학교,창원-학교-66,0,15969,0,대방동 372,34.93177818,128.058569
310,1113577,2015,중학교,창원-학교-42,0,15786,0,대방동 360,35.21014119,128.7069736
311,1113585,2015,중학교,창원-학교-68,0,16969,0,대방동 373,34.93196391,128.0587593
312,1251094,2015,체육공원,창원-체육공원16,0,530571,0,대방동 250-1,34.92916592,128.0566524
313,1251120,2015,소공원,창원-소공원218,0,0,0,대산면 대방리 442,35.34421169,128.6906217
314,1251121,2015,소공원,창원-소공원217,0,0,0,대산면 대방리 526,35.34424017,128.6920446
315,1251122,2015,소공원,창원-소공원216,0,0,0,대산면 대방리 529,35.3442528,128.6931379
316,1250840,2015,어린이공원,창원-어린이공원64(대암),0,2098,0,대방동 370-3,35.20659347,128.7109814
317,1250849,2015,어린이공원,창원-어린이공원55(먼등),0,508,0,대방동 333-3,37.49912695,126.9287613
318,1128799,2015,노외주차장,창원-주차장-161,0,0,0,의창구 대산면 대방리 442일원,35.34421169,128.6906217
319,1128806,2015,노외주차장,창원-주차장-17,0,1638,0,성산구 대방동 338-2,35.21646408,128.7079736
320,1128810,2015,노외주차장,창원-주차장-173,0,0,0,의창구 대산면 대방리 120-1,35.34454191,128.6934846
321,1128812,2015,노외주차장,창원-주차장-18,0,1016,0,성산구 대방동 344-1,35.21535265,128.7091323
322,1128822,2015,노외주차장,창원-주차장-19,0,5173,0,성산구 대방동 361-2,35.2079171,128.7070105
323,1132733,2015,경관녹지,창원-경관녹지12,0,7500,0,대방동 368-1,35.20900731,128.7091047
324,1132744,2015,경관녹지,창원-경관녹지11,0,5659,0,대방동 355-1,35.2144232,128.7064391
325,1184254,2015,완충녹지,녹지,0,336,0,사당동산24,37.4851471,126.9738881
326,1184314,2015,소공원,공원,0,757,0,상도동 27-3일대,36.01801742,129.3570692
327,1132250,2015,고등학교,세화고등학교,0,33289,0,구좌읍상도리73,33.4938629,126.8680346
328,1132891,2015,완충녹지,창원-완충녹지7,0,201926,0,대방동 473-1,35.21049657,128.7056102
329,1132946,2015,완충녹지,창원-완충녹지134,0,0,0,대산면 대방리 527,35.34419778,128.6925816
330,1132947,2015,완충녹지,창원-완충녹지133,0,0,0,대산면 대방리 526,35.34424017,128.6920446
331,1213716,2015,근린공원,구좌읍 상도공원,0,0,0,구좌읍 상도리 392-1,33.51426529,126.8704397
