,표준ID,ARS-ID,정류장명,X좌표,Y좌표,비고,지번주소,도로명주소,법정동
227,119900265,20590,"주공아파트,남도학숙",126.9289889124,37.5087023253,,서울특별시 동작구 대방동 20-115,서울특별시 동작구 여의대방로44길 46,대방동
228,119900248,20591,상도3동주민센터,126.9312735142,37.4991727218,,서울특별시 동작구 상도동 315-37,서울특별시 동작구 성대로2길 11,상도동
229,119900324,20592,푸르지오상가,126.9647850951,37.503480159,,서울특별시 동작구 흑석동 336-6,서울특별시 동작구 서달로10라길 31-2,흑석동
230,119900266,20593,삼성래미안.동작청소년문화의집,126.93445053200001,37.5056038911,,서울특별시 동작구 상도동 451,서울특별시 동작구 등용로 37,상도동
231,119900011,20594,푸른초장교회,126.93006121280001,37.4978176529,,서울특별시 동작구 상도동 320-9,서울특별시 동작구 국사봉길 41,상도동
232,119900010,20595,중앙대후문,126.9528620174,37.5050011394,,서울특별시 동작구 상도1동 493,서울특별시 동작구 흑석로 19,상도1동
233,119900009,20596,이화약국,126.950537456,37.5049512146,,서울특별시 동작구 상도1동 528-1,서울특별시 동작구 양녕로38길 2,상도1동
234,119900008,20598,숭의여중.고교,126.9299522538,37.5079144369,,서울특별시 동작구 대방동 20-114,서울특별시 동작구 여의대방로36길 79,대방동
235,119900007,20599,현대한의원,126.9325619694,37.5001592705,,서울특별시 동작구 상도동 248-16,서울특별시 동작구 성대로1길 2,상도동
236,119900006,20600,사당문화복지관,126.9694957545,37.485222566,,서울특별시 동작구 사당동 246-7,서울특별시 동작구 사당로 192,사당동
237,119000199,20659,효사정앞,126.9607410136,37.511431261700004,,서울특별시 동작구 흑석동 172-21,서울특별시 동작구 현충로2길 4,흑석동
238,119000200,20660,효사정앞,126.9626136909,37.5103036908,,서울특별시 동작구 흑석동 141-2,서울특별시 동작구 현충로 55,흑석동
239,119900325,20672,청호아파트,126.9634281352,37.5008537917,,서울특별시 동작구 흑석동 327,서울특별시 동작구 서달로2길 29,흑석동
240,119900005,20673,사회복지관앞,126.9330780951,37.506067189,,서울특별시 동작구 대방동 5-23,서울특별시 동작구 등용로 49,대방동
241,119900004,20674,7호선신대방삼거리역2번출구.국민은행,126.9287042558,37.498774714,,서울특별시 동작구 상도동 328-19,서울특별시 동작구 국사봉1길 4,상도동
242,119900003,20675,대림프라자,126.97458038049999,37.4834954499,,서울특별시 동작구 사당동 708-395,서울특별시 동작구 사당로17길 2,사당동
243,119900002,20676,상도국주도서관.터널경로당,126.9512512508,37.5065716922,,서울특별시 동작구 상도1동 535-1,서울특별시 동작구 매봉로 36,상도1동
244,119900326,20680,흑석역,126.9644902886,37.5078204008,,서울특별시 동작구 흑석동 8-33,서울특별시 동작구 현충로 98,흑석동
245,119900249,20681,동광교회,126.9344857415,37.5015543584,,서울특별시 동작구 상도동 242-62,서울특별시 동작구 성대로1길 24,상도동
246,119900001,20682,남성역,126.9721558071,37.4840644018,,서울특별시 동작구 사당동 254-5,서울특별시 동작구 사당로 218-1,사당동
247,119900206,20684,대방목욕탕,126.9323905778,37.5071048664,,서울특별시 동작구 대방동 11-29,서울특별시 동작구 등용로 68,대방동
248,119900205,20686,건영아파트,126.9515987872,37.507882937699996,,서울특별시 동작구 상도1동 507-2,서울특별시 동작구 매봉로 70,상도1동
249,119900204,20694,갯마을,126.98266352120001,37.4963331417,,서울특별시 동작구 동작동 102-65,서울특별시 동작구 동작대로43길 1,동작동
250,119900203,20695,현대아파트,126.9320467559,37.512052615,,서울특별시 동작구 대방동 23-147,서울특별시 동작구 등용로 122,대방동
251,119900202,20697,경문고등학교,126.9823279572,37.490128993,,서울특별시 동작구 사당동 82-5,서울특별시 동작구 동작대로 151,사당동
252,119900201,20698,삼거리우편물취급소,126.9772691231,37.4842177829,,서울특별시 동작구 사당동 155-25,서울특별시 동작구 사당로23길 2,사당동
