,개방서비스명,소재지전체주소,도로명전체주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y)
491,유흥주점영업,서울특별시 동작구 사당동 1003-39번지 ,서울특별시 동작구 사당로 286 (사당동),아쿠아,룸살롱,37.48417288,126.979387
492,유흥주점영업,서울특별시 동작구 신대방동 607-26번지 ,서울특별시 동작구 시흥대로 654 (신대방동),힐링,룸살롱,37.48993268,126.907862
493,유흥주점영업,서울특별시 동작구 상도동 348-170번지 ,서울특별시 동작구 상도로 105 (상도동),여우(FOX),룸살롱,37.50076866,126.93196
494,유흥주점영업,서울특별시 동작구 신대방동 347-13번지 ,서울특별시 동작구 보라매로 106 (신대방동),동작회관,스텐드바,37.49870017,126.9283625
495,유흥주점영업,서울특별시 동작구 상도동 183-17번지 ,서울특별시 동작구 상도로 166 (상도동),짝노래장,룸살롱,37.50378815,126.9377493
496,유흥주점영업,서울특별시 동작구 사당동 1031-39번지 ,서울특별시 동작구 동작대로 39 (사당동),쌕쌕,스텐드바,37.47994632,126.981493
497,유흥주점영업,서울특별시 동작구 노량진동 36-5번지 지하1층 ,"서울특별시 동작구 노량진로8길 35, 지하1층 (노량진동)",센스,간이주점,37.51264959,126.9373439
498,유흥주점영업,서울특별시 동작구 사당동 1031-26번지 ,서울특별시 동작구 동작대로3길 6 (사당동),퇴근길,룸살롱,37.47850087,126.9811275
499,유흥주점영업,서울특별시 동작구 사당동 1019-55번지 ,서울특별시 동작구 동작대로 45 (사당동),일점이,룸살롱,37.48074714,126.9815018
500,석유및석유대체연료판매업체,서울특별시 동작구 상도동 55번지 108호 ,서울특별시 동작구 상도로47사길 6-7 (상도동),주식회사 인코리아에너지,일반대리점,37.503538,126.9525167
501,석유및석유대체연료판매업체,서울특별시 동작구 상도동 198-45,서울특별시 동작구 성대로25가길 27-3 (상도동),페트로에너지 주식회사 ,부생연료판매소,37.50039023,126.9376516
502,석유판매업,서울특별시 동작구 상도동 121-21번지 ,서울특별시 동작구 상도로 403 (상도동),현대오일뱅크(주) 직영 동작주유소,주유소,37.49347436,126.956522
503,석유판매업,서울특별시 동작구 사당동 1007-47번지 ,서울특별시 동작구 동작대로 73 (사당동),현대오일뱅크(주) 직영 사당셀프주유소,주유소,37.4831086,126.9815396
